name,Port,Port Name,Bytes (In Bytes),Protocol,Source VM,Source Cluster,Source Host,Source IP Address,Destination VM,Destination Cluster,Destination Host,Destination IP Address
10.221.81.194(tmd01) -> 149.135.80.10(AU) [port:80],80,http,112410.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,149.135.80.10
"10.221.81.192(vrni-platform) -> 52.88.232.62(Boardman, US) [port:443]",443,https,204800.0,TCP,vrni-platform,Cluster-1,10.221.162.4,10.221.81.192,,,,52.88.232.62
10.221.81.82(SQLFireServer-mcm52119-150868058562) -> 10.221.81.81(SQLFireLocator-mcm52118-150868054681) [port:53436],53436,,1.9207194E7,UDP,SQLFireServer-mcm52119-150868058562,Cluster-1,10.221.162.4,10.221.81.82,SQLFireLocator-mcm52118-150868054681,Cluster-1,10.221.162.4,10.221.81.81
10.221.81.83(SQLFireServer-mcm52127-150870358386) -> 10.221.81.3 [port:67],67,bootps,1312.0,UDP,SQLFireServer-mcm52127-150870358386,Cluster-1,10.221.162.4,10.221.81.83,,,,10.221.81.3
10.221.81.194(tmd01) -> 142.250.71.67(US) [port:443],443,https,13617.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.71.67
10.221.162.4 -> 10.221.81.191(vrni-proxy) [port:2055],2055,,1.67120632E8,UDP,,,10.221.162.4,10.221.162.4,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191
10.221.81.192(vrni-platform) -> 162.159.200.123 [port:123],123,ntp,24472.0,UDP,vrni-platform,Cluster-1,10.221.162.4,10.221.81.192,,,,162.159.200.123
10.221.81.194(tmd01) -> 172.217.167.110(US) [port:443],443,https,5747.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.110
10.221.81.194(tmd01) -> 142.250.71.78(US) [port:443],443,https,27761.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.71.78
10.221.81.194(tmd01) -> 142.250.67.10(US) [port:443],443,https,29185.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.10
10.221.81.194(tmd01) -> 142.250.67.3(US) [port:443],443,https,131326.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.3
10.221.162.4 -> 10.221.81.190(vrni-proxy-v6) [port:2055],2055,,1.67120632E8,UDP,,,10.221.162.4,10.221.162.4,vrni-proxy-v6,Cluster-1,10.221.162.4,10.221.81.190
"10.221.81.194(tmd01) -> 52.63.231.178(Sydney, AU) [port:443]",443,https,44874.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,52.63.231.178
10.221.81.66(SQLFireLocator-mcm52126-150870354692) -> 10.221.81.83(SQLFireServer-mcm52127-150870358386) [port:39631],39631,,1248.0,TCP,SQLFireLocator-mcm52126-150870354692,Cluster-1,10.221.162.4,10.221.81.66,SQLFireServer-mcm52127-150870358386,Cluster-1,10.221.162.4,10.221.81.83
"10.221.81.194(tmd01) -> 144.48.166.166(Canberra, AU) [port:123]",123,ntp,2280.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,144.48.166.166
"10.221.81.194(tmd01) -> 216.58.203.99(Mountain View, US) [port:443]",443,https,398336.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.203.99
"10.221.81.201(CASProxy) -> 13.239.149.148(Sydney, AU) [port:443]",443,https,2005957.0,TCP,CASProxy,Cluster-1,10.221.162.4,10.221.81.201,,,,13.239.149.148
10.221.81.118(TcServer-mcm52129-150870363401) -> 10.221.81.83(SQLFireServer-mcm52127-150870358386) [port:1528],1528,,3.0412426E7,TCP,TcServer-mcm52129-150870363401,Cluster-1,10.221.162.4,10.221.81.118,SQLFireServer-mcm52127-150870358386,Cluster-1,10.221.162.4,10.221.81.83
"10.221.81.194(tmd01) -> 167.172.144.29(North Bergen, US) [port:443]",443,https,24462.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,167.172.144.29
10.221.81.194(tmd01) -> 142.250.66.208(US) [port:443],443,https,11688.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.208
10.221.81.194(tmd01) -> 142.250.66.238(US) [port:443],443,https,383086.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.238
10.221.81.194(tmd01) -> 224.0.0.251 [port:5353],5353,,1020.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,224.0.0.251
10.221.81.194(tmd01) -> 142.250.66.202(US) [port:443],443,https,47738.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.202
10.221.81.194(tmd01) -> 142.250.71.68(US) [port:443],443,https,282926.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.71.68
"10.221.81.194(tmd01) -> 13.74.179.117(Dublin, IE) [port:443]",443,https,6002.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.74.179.117
10.221.81.194(tmd01) -> 142.250.67.3(US) [port:443],443,https,17172.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.3
10.221.81.194(tmd01) -> 74.125.109.168(US) [port:80],80,http,16699.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.125.109.168
10.221.81.192(vrni-platform) -> 162.159.200.1 [port:123],123,ntp,,UDP,vrni-platform,Cluster-1,10.221.162.4,10.221.81.192,,,,162.159.200.1
"10.221.81.194(tmd01) -> 220.158.215.20(Sydney, AU) [port:123]",123,ntp,4712.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,220.158.215.20
10.221.81.194(tmd01) -> 172.217.167.106(US) [port:443],443,https,36263.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.106
"10.221.81.192(vrni-platform) -> 216.239.38.21(San Carlos, US) [port:80]",80,http,109917.0,TCP,vrni-platform,Cluster-1,10.221.162.4,10.221.81.192,,,,216.239.38.21
"10.221.81.84(obi-router) -> 74.207.240.206(Fremont, US) [port:123]",123,ntp,13072.0,UDP,obi-router,Cluster-1,10.221.162.4,10.221.81.84,,,,74.207.240.206
10.221.81.194(tmd01) -> 142.250.66.195(US) [port:443],443,https,14207.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.195
10.221.81.194(tmd01) -> 23.58.224.119(US) [port:443],443,https,6278.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,23.58.224.119
10.221.81.194(tmd01) -> 172.217.167.74(US) [port:443],443,https,87358.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.74
10.221.81.194(tmd01) -> 184.84.165.115(US) [port:80],80,http,5463.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,184.84.165.115
10.221.81.194(tmd01) -> 142.250.66.173(US) [port:443],443,https,26862.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.173
10.221.81.194(tmd01) -> 172.217.25.170(US) [port:443],443,https,11982.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.170
"10.221.81.194(tmd01) -> 216.58.200.99(Mountain View, US) [port:443]",443,https,7265.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.200.99
"10.221.81.202(vROpsCloudProxy) -> 216.239.35.0(San Carlos, US) [port:123]",123,ntp,6384.0,UDP,vROpsCloudProxy,Cluster-1,10.221.162.4,10.221.81.202,,,,216.239.35.0
"96.233.35.123(Fitchburg, US) -> 10.221.81.194(tmd01) [port:3389]",3389,,1.67457724E8,TCP,,,,96.233.35.123,tmd01,Cluster-1,10.221.162.4,10.221.81.194
10.221.81.194(tmd01) -> 192.28.147.68(US) [port:443],443,https,7145.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,192.28.147.68
10.221.81.194(tmd01) -> 13.224.180.81(US) [port:443],443,https,14182.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.224.180.81
"10.221.81.194(tmd01) -> 40.115.69.222(Melbourne, AU) [port:443]",443,https,325012.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.115.69.222
10.221.81.194(tmd01) -> 142.250.67.14(US) [port:443],443,https,13334.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.14
10.221.81.194(tmd01) -> 172.217.25.42(US) [port:443],443,https,26476.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.42
10.221.81.113 -> 10.221.81.189(vrni-platform-v6) [port:8080],8080,,777960.0,TCP,,,,10.221.81.113,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189
"10.221.81.194(tmd01) -> 54.79.254.231(Sydney, AU) [port:80]",80,http,4560.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,54.79.254.231
10.221.81.194(tmd01) -> 142.250.66.163(US) [port:443],443,https,5071.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.163
"10.221.81.203(AVIcontroller) -> 47.190.36.235(Carrollton, US) [port:123]",123,ntp,12464.0,UDP,AVIcontroller,Cluster-1,10.221.162.4,10.221.81.203,,,,47.190.36.235
"10.221.81.194(tmd01) -> 8.246.81.126(Brisbane, AU) [port:80]",80,http,1086981.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,8.246.81.126
10.221.81.194(tmd01) -> 172.217.25.132(US) [port:443],443,https,3880.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.132
10.221.81.191(vrni-proxy) -> 10.221.174.4(vcenter) [port:443],443,https,1.355493172E9,TCP,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191,vcenter,Cluster-1,10.221.162.4,10.221.174.4
"10.221.81.189(vrni-platform-v6) -> 103.38.121.36(Singleton, AU) [port:123]",123,ntp,17480.0,UDP,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189,,,,103.38.121.36
10.221.81.201(CASProxy) -> 107.154.251.105(US) [port:443],443,https,2623589.0,TCP,CASProxy,Cluster-1,10.221.162.4,10.221.81.201,,,,107.154.251.105
"10.221.81.202(vROpsCloudProxy) -> 13.211.230.3(Sydney, AU) [port:443]",443,https,4.1522336E7,TCP,vROpsCloudProxy,Cluster-1,10.221.162.4,10.221.81.202,,,,13.211.230.3
10.221.81.194(tmd01) -> 10.221.174.23(hcx_cloud_manager) [port:443],443,https,5233621.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,hcx_cloud_manager,Cluster-1,10.221.162.4,10.221.174.23
"10.221.81.194(tmd01) -> 40.90.137.126(Washington, US) [port:443]",443,https,20987.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.90.137.126
"103.1.58.23(Melbourne, AU) -> 10.221.81.194(tmd01) [port:3389]",3389,,2.64922611E8,TCP,,,,103.1.58.23,tmd01,Cluster-1,10.221.162.4,10.221.81.194
10.221.81.190(vrni-proxy-v6) -> 8.8.8.8(US) [port:53],53,dns,103844.0,UDP,vrni-proxy-v6,Cluster-1,10.221.162.4,10.221.81.190,,,,8.8.8.8
10.221.81.194(tmd01) -> 142.250.66.163(US) [port:443],443,https,244086.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.163
"10.221.81.202(vROpsCloudProxy) -> 3.106.48.43(Sydney, AU) [port:443]",443,https,4.6162968E7,TCP,vROpsCloudProxy,Cluster-1,10.221.162.4,10.221.81.202,,,,3.106.48.43
"10.221.81.194(tmd01) -> 216.58.200.106(Mountain View, US) [port:443]",443,https,20340.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.200.106
"10.221.81.201(CASProxy) -> 3.105.3.119(Sydney, AU) [port:443]",443,https,5.5715829E7,TCP,CASProxy,Cluster-1,10.221.162.4,10.221.81.201,,,,3.105.3.119
10.221.81.65(MessageBus-mcm52116-150868051684) -> 10.221.81.3 [port:67],67,bootps,1312.0,UDP,MessageBus-mcm52116-150868051684,Cluster-1,10.221.162.4,10.221.81.65,,,,10.221.81.3
10.221.81.194(tmd01) -> 74.125.109.170(US) [port:80],80,http,7262.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.125.109.170
10.221.81.195(tm01) -> 8.8.8.8(US) [port:53],53,dns,2056.0,UDP,tm01,Cluster-1,10.221.162.4,10.221.81.195,,,,8.8.8.8
"10.221.81.194(tmd01) -> 54.227.183.234(Ashburn, US) [port:443]",443,https,1575010.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,54.227.183.234
10.221.81.194(tmd01) -> 142.250.67.4(US) [port:443],443,https,40418.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.4
"10.221.81.194(tmd01) -> 216.58.199.74(Mountain View, US) [port:443]",443,https,97379.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.74
"10.221.81.194(tmd01) -> 52.114.133.60(Washington, US) [port:443]",443,https,442917.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,52.114.133.60
"10.221.81.194(tmd01) -> 104.42.78.153(San Jose, US) [port:443]",443,https,208733.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.42.78.153
10.221.81.194(tmd01) -> 104.74.32.163(US) [port:443],443,https,7958.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.74.32.163
172.18.0.2 -> 10.221.172.3(NSX-Manager-2) [port:443],443,https,440.0,TCP,,,,172.18.0.2,NSX-Manager-2,Cluster-1,10.221.162.4,10.221.172.3
10.221.81.194(tmd01) -> 172.217.25.170(US) [port:443],443,https,29259.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.170
"10.221.81.191(vrni-proxy) -> 52.88.53.101(Boardman, US) [port:443]",443,https,1271998.0,TCP,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191,,,,52.88.53.101
"10.221.81.202(vROpsCloudProxy) -> 13.239.149.148(Sydney, AU) [port:443]",443,https,7.98816925E8,TCP,vROpsCloudProxy,Cluster-1,10.221.162.4,10.221.81.202,,,,13.239.149.148
10.221.81.194(tmd01) -> 142.250.66.195(US) [port:443],443,https,48090.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.195
10.221.81.194(tmd01) -> 117.18.232.200(AU) [port:443],443,https,311118.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,117.18.232.200
"10.221.81.203(AVIcontroller) -> 198.255.68.106(Los Angeles, US) [port:123]",123,ntp,12464.0,UDP,AVIcontroller,Cluster-1,10.221.162.4,10.221.81.203,,,,198.255.68.106
10.221.81.194(tmd01) -> 8.8.8.8(US) [port:53],53,dns,164718.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,8.8.8.8
10.221.81.194(tmd01) -> 142.250.71.74(US) [port:443],443,https,81515.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.71.74
"10.221.81.194(tmd01) -> 40.90.23.206(Washington, US) [port:443]",443,https,21076.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.90.23.206
"10.221.81.203(AVIcontroller) -> 64.79.100.197(West Chicago, US) [port:123]",123,ntp,11096.0,UDP,AVIcontroller,Cluster-1,10.221.162.4,10.221.81.203,,,,64.79.100.197
10.221.81.190(vrni-proxy-v6) -> 34.208.223.205(US) [port:443],443,https,2034087.0,TCP,vrni-proxy-v6,Cluster-1,10.221.162.4,10.221.81.190,,,,34.208.223.205
"10.221.81.194(tmd01) -> 104.43.193.48(Des Moines, US) [port:443]",443,https,216.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.43.193.48
10.221.81.113 -> 169.254.169.254 [port:80],80,http,220584.0,TCP,,,,10.221.81.113,,,,169.254.169.254
"10.221.81.194(tmd01) -> 216.58.199.36(Mountain View, US) [port:443]",443,https,9171.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.36
10.221.81.194(tmd01) -> 172.217.25.163(US) [port:443],443,https,31814.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.163
10.221.81.194(tmd01) -> 172.217.167.78(US) [port:443],443,https,8900.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.78
"10.221.81.194(tmd01) -> 104.42.151.234(San Jose, US) [port:443]",443,https,45220.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.42.151.234
10.221.81.189(vrni-platform-v6) -> 74.6.168.73(US) [port:123],123,ntp,,UDP,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189,,,,74.6.168.73
10.221.81.194(tmd01) -> 142.250.66.227(US) [port:443],443,https,49523.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.227
10.221.81.194(tmd01) -> 40.90.137.127 [port:443],443,https,21665.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.90.137.127
"10.221.81.194(tmd01) -> 216.58.203.100(Mountain View, US) [port:443]",443,https,28870.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.203.100
10.221.81.194(tmd01) -> 142.250.66.230(US) [port:443],443,https,10576.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.230
"10.221.81.194(tmd01) -> 216.58.199.36(Mountain View, US) [port:443]",443,https,149424.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.36
"10.221.81.194(tmd01) -> 216.58.199.67(Mountain View, US) [port:443]",443,https,16230.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.67
10.221.81.194(tmd01) -> 13.224.180.115(US) [port:443],443,https,50254.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.224.180.115
"10.221.81.190(vrni-proxy-v6) -> 54.148.152.125(Boardman, US) [port:443]",443,https,1757777.0,TCP,vrni-proxy-v6,Cluster-1,10.221.162.4,10.221.81.190,,,,54.148.152.125
10.221.81.194(tmd01) -> 142.250.66.226(US) [port:443],443,https,5743.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.226
10.221.81.194(tmd01) -> 172.217.167.110(US) [port:443],443,https,18585.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.110
10.221.81.194(tmd01) -> 13.107.42.18(US) [port:443],443,https,199332.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.107.42.18
10.221.81.84(obi-router) -> 10.221.81.189(vrni-platform-v6) [port:443],443,https,1.4344723E7,TCP,obi-router,Cluster-1,10.221.162.4,10.221.81.84,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189
10.221.81.194(tmd01) -> 104.244.42.131(US) [port:443],443,https,8275.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.244.42.131
10.221.81.81(SQLFireLocator-mcm52118-150868054681) -> 10.221.81.3 [port:67],67,bootps,1968.0,UDP,SQLFireLocator-mcm52118-150868054681,Cluster-1,10.221.162.4,10.221.81.81,,,,10.221.81.3
"10.221.81.202(vROpsCloudProxy) -> 44.240.91.71(Boardman, US) [port:443]",443,https,1.1598962E7,TCP,vROpsCloudProxy,Cluster-1,10.221.162.4,10.221.81.202,,,,44.240.91.71
10.221.81.194(tmd01) -> 74.112.69.164(US) [port:443],443,https,12749.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.112.69.164
"10.221.81.194(tmd01) -> 216.58.199.66(Mountain View, US) [port:443]",443,https,4799.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.66
10.221.81.194(tmd01) -> 173.194.28.39(US) [port:80],80,http,16665.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,173.194.28.39
10.221.81.194(tmd01) -> 23.202.168.127(US) [port:443],443,https,76297.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,23.202.168.127
192.168.244.2 -> 10.221.81.189(vrni-platform-v6) [port:443],443,https,40.0,TCP,,,,192.168.244.2,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189
10.221.81.194(tmd01) -> 142.250.66.170(US) [port:443],443,https,76739.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.170
10.221.81.194(tmd01) -> 104.244.42.5(US) [port:443],443,https,8140.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.244.42.5
10.221.81.203(AVIcontroller) -> 8.8.8.8(US) [port:53],53,dns,32550.0,UDP,AVIcontroller,Cluster-1,10.221.162.4,10.221.81.203,,,,8.8.8.8
10.221.81.194(tmd01) -> 74.125.24.188(US) [port:5228],5228,,23214.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.125.24.188
10.221.81.194(tmd01) -> 172.217.167.74(US) [port:443],443,https,2595.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.74
10.221.81.194(tmd01) -> 142.250.66.206(US) [port:443],443,https,25197.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.206
"10.221.81.194(tmd01) -> 216.58.199.33(Mountain View, US) [port:443]",443,https,78185.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.33
10.221.81.189(vrni-platform-v6) -> 35.166.179.139(US) [port:443],443,https,1567126.0,TCP,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189,,,,35.166.179.139
"10.221.81.191(vrni-proxy) -> 216.239.38.21(San Carlos, US) [port:80]",80,http,107240.0,TCP,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191,,,,216.239.38.21
10.221.81.194(tmd01) -> 23.55.38.138(US) [port:80],80,http,3006258.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,23.55.38.138
10.221.81.194(tmd01) -> 172.217.25.138(US) [port:443],443,https,47797.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.138
10.221.81.192(vrni-platform) -> 137.190.2.4(US) [port:123],123,ntp,256.0,UDP,vrni-platform,Cluster-1,10.221.162.4,10.221.81.192,,,,137.190.2.4
10.221.81.194(tmd01) -> 152.195.11.6(US) [port:80],80,http,224072.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,152.195.11.6
"10.221.81.194(tmd01) -> 216.58.196.142(Mountain View, US) [port:443]",443,https,32298.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.142
"10.221.81.194(tmd01) -> 20.36.222.39(Boydton, US) [port:443]",443,https,38949.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,20.36.222.39
"10.221.81.194(tmd01) -> 52.255.188.83(Washington, US) [port:443]",443,https,16156.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,52.255.188.83
10.221.81.194(tmd01) -> 142.250.66.170(US) [port:443],443,https,23562.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.170
10.221.81.194(tmd01) -> 172.217.25.164(US) [port:443],443,https,3799.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.164
10.221.81.194(tmd01) -> 172.217.167.78(US) [port:80],80,http,4125.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.78
10.221.81.194(tmd01) -> 74.125.130.157(US) [port:443],443,https,8703.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.125.130.157
10.221.81.194(tmd01) -> 172.217.25.138(US) [port:443],443,https,25197.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.138
10.221.81.194(tmd01) -> 172.217.25.42(US) [port:443],443,https,2595.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.42
10.221.81.194(tmd01) -> 172.217.25.46(US) [port:443],443,https,18923.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.46
"10.221.81.194(tmd01) -> 20.44.239.154(Singapore, SG) [port:443]",443,https,43167.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,20.44.239.154
"10.221.81.194(tmd01) -> 216.58.196.132(Mountain View, US) [port:443]",443,https,3799.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.132
"10.221.81.194(tmd01) -> 54.193.85.100(San Jose, US) [port:443]",443,https,8692.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,54.193.85.100
10.221.81.194(tmd01) -> 20.190.3.175(US) [port:443],443,https,6002.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,20.190.3.175
10.221.81.191(vrni-proxy) -> 34.208.223.205(US) [port:443],443,https,1890473.0,TCP,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191,,,,34.208.223.205
"10.221.81.194(tmd01) -> 216.58.196.131(Mountain View, US) [port:443]",443,https,44823.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.131
10.221.81.194(tmd01) -> 104.98.34.158(US) [port:443],443,https,21151.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.98.34.158
10.221.81.194(tmd01) -> 74.125.109.106(US) [port:80],80,http,5974.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.125.109.106
10.221.81.194(tmd01) -> 40.64.66.113(US) [port:443],443,https,14331.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.64.66.113
"10.221.81.194(tmd01) -> 52.147.198.201(Washington, US) [port:443]",443,https,16156.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,52.147.198.201
10.221.81.194(tmd01) -> 142.250.66.196(US) [port:443],443,https,191142.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.196
"10.221.81.194(tmd01) -> 216.58.196.131(Mountain View, US) [port:443]",443,https,53255.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.131
"10.221.81.194(tmd01) -> 13.236.14.80(Sydney, AU) [port:443]",443,https,89762.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.236.14.80
10.221.81.194(tmd01) -> 239.255.255.250 [port:1900],1900,,600344.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,239.255.255.250
"10.221.81.194(tmd01) -> 20.54.64.202(Dublin, IE) [port:80]",80,http,20731.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,20.54.64.202
10.221.81.194(tmd01) -> 142.250.66.202(US) [port:443],443,https,31802.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.202
"10.221.81.194(tmd01) -> 216.58.196.138(Mountain View, US) [port:443]",443,https,23732.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.138
10.221.81.194(tmd01) -> 199.127.207.188(US) [port:443],443,https,8726.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,199.127.207.188
10.221.81.194(tmd01) -> 142.250.66.230(US) [port:443],443,https,7218.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.230
